date,Portfolio_Daily_Ret,Portfolio_Gross_Ret,Borrow_Cost_Daily,Gross_Exposure,Borrow_Ratio,Equity_Curve,Drawdown,Regime,Regime_Source,Trend_Growth,Trend_Inflation_Blended,Market_Stress_Score,W_SPY,W_EFA,W_EEM,W_IWM,W_TLT,W_IEF,W_LQD,W_TIP,W_DBC,W_GLD,W_SGOV,Benchmark_SPY,Benchmark_TLT,Benchmark_IEF,Benchmark_GLD
1990-01-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9377919118527456,0.9838877120193519,1.0,0.990860665711273
1990-01-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9480136827942955,0.9788528251760953,1.0,0.9902078561192209
1990-01-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9389602677518182,0.9788528251760953,1.0,0.9895550465271691
1990-01-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94100514149806,0.9697886925781015,1.0,0.9889022369351173
1990-01-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9436333371040642,0.9738169451516595,1.0,0.9882494273430652
1990-01-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9193921809837543,0.9728099497251685,1.0,0.9862909985669096
1990-01-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9228972486809719,0.9667672548526379,1.0,0.9856381889748574
1990-01-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9193921809837543,0.9637464491515614,1.0,0.9849853793828055
1990-01-25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077106293759467,0.9607244696909092,1.0,0.9843325697907535
1990-01-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9068342886508,0.9526693188817646,1.0,0.9836797601987016
1990-01-29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905374094699824,0.9546832194455488,1.0,0.9817213314225458
1990-01-30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8995327284891798,0.9506546057151981,1.0,0.981068521830494
1990-01-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916472147325847,0.9663727813461073,1.0,0.9804157122384419
1990-02-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9158883531406921,0.9683999544220129,1.0,0.97976290264639
1990-02-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921729247025944,0.9633300353698904,1.0,0.9766067365756029
1990-02-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925233606235073,0.9602882825748528,1.0,0.9671382383632416
1990-02-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9193921809837544,0.9572460783338247,1.0,0.9639820722924547
1990-02-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9307829572717916,0.9582608386313529,1.0,0.9608259062216675
1990-02-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928738142566224,0.9613026817155883,1.0,0.9576697401508805
1990-02-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310747362830211,0.9724562869361821,1.0,0.9545135740800934
1990-02-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921729247025944,0.9663727813461073,1.0,0.9450450758677322
1990-02-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9243574426319481,0.9694139924059562,1.0,0.9418889097969452
1990-02-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9269861696040189,0.968399954422013,1.0,0.9387327437261581
1990-02-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9351637162467421,0.9633300353698905,1.0,0.9355765776553711
1990-02-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9293225861987938,0.9623163585427392,1.0,0.932420411584584
1990-02-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9293225861987938,0.9623163585427392,1.0,0.9229519133722228
1990-02-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9161801911925956,0.947106330518778,1.0,0.9197957473014359
1990-02-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9153036733454266,0.947106330518778,1.0,0.9166395812306485
1990-02-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9100468688487,0.9572460783338245,1.0,0.9134834151598615
1990-02-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9059577117629571,0.9552175509199475,1.0,0.9103272490890743
1990-02-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9188080325545558,0.9613026817155884,1.0,0.9008587508767131
1990-02-27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9234815742321939,0.9653579307593808,1.0,0.8977025848059261
1990-02-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281544074217433,0.9632152777990957,1.0,0.8945464187351388
1990-03-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9304904107317998,0.9570934895890233,1.0,0.891390252664352
1990-03-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938376473566664,0.9611740196082854,1.0,0.8913400365418864
1990-03-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9337034042144178,0.9519916984499687,1.0,0.8911893881744898
1990-03-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9453855462289661,0.9570934895890233,1.0,0.8911391720520242
1990-03-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9427571144602659,0.9581130352140509,1.0,0.8910889559295586
1990-03-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952102721798691,0.9601554671644364,1.0,0.891038739807093
1990-03-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459701079428839,0.9540318731704018,1.0,0.8909885236846274
1990-03-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9480136827942961,0.9560733119396084,1.0,0.8908378753172308
1990-03-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9404204026621207,0.9468890044189333,1.0,0.8907876591947652
1990-03-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9430487163494725,0.9560733119396081,1.0,0.8907374430722999
1990-03-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465536069246682,0.9550525022658067,1.0,0.890687226949834
1990-03-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9567756730695882,0.9621949195712843,1.0,0.8906370108273687
1990-03-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9617406985550858,0.9601554671644362,1.0,0.890486362459972
1990-03-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9561917608030852,0.9693376077443567,1.0,0.8904361463375065
1990-03-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9512266762769137,0.9672972524455273,1.0,0.8903859302150409
1990-03-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9398367855989878,0.9662768942177162,1.0,0.8903357140925753
1990-03-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9442174855332635,0.9662768942177162,1.0,0.8902854979701098
1990-03-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459701079428832,0.9683168883597534,1.0,0.8901348496027132
1990-03-27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956775673069588,0.9672972524455273,1.0,0.8900846334802478
1990-03-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9597212713393654,0.9672972524455273,1.0,0.8900344173577821
1990-03-29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956186388101745,0.9581130352140503,1.0,0.8899842012353167
1990-03-30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9538301928811586,0.95975792382517,1.0,0.8899339851128512
1990-04-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9505896274037523,0.95975792382517,1.0,0.8892068814114078
1990-04-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9647294555576047,0.960785324610433,1.0,0.8885802099548957
1990-04-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9579540658832517,0.9679785747344452,1.0,0.8879535384983834
1990-04-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9570703450738466,0.9679785747344452,1.0,0.8873268670418714
1990-04-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955302549210992,0.9679785747344452,1.0,0.8867001955853591
1990-04-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588383180587235,0.9648959209326649,1.0,0.8848201812158225
1990-04-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9608999003157254,0.9638685201474015,1.0,0.8841935097593102
1990-04-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9603104382258603,0.9628395844457708,1.0,0.8835668383027981
1990-04-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673802637417755,0.9597579238251696,1.0,0.882940166846286
1990-04-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673802637417755,0.9597579238251696,1.0,0.8823134953897737
1990-04-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9682646339985951,0.9566746379990025,1.0,0.8804334810202371
1990-04-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9682646339985951,0.9484540773789254,1.0,0.8798068095637248
1990-04-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9573644857120382,0.9392071091547642,1.0,0.8791801381072126
1990-04-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9497058475536729,0.9381779025855389,1.0,0.8785534666507003
1990-04-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9414579834681386,0.9340682994444861,1.0,0.8779267951941883
1990-04-23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9302635764620415,0.9299585157250368,1.0,0.8760467808246518
1990-04-24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9284965481279496,0.9289309343613776,1.0,0.8754201093681395
1990-04-25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933504437142818,0.9299585157250368,1.0,0.8747934379116272
1990-04-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9358603962007082,0.9248190739903719,1.0,0.8741667664551152
1990-04-27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9249616648903288,0.9237934789890709,1.0,0.8735400949986031
1990-04-30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299700262305899,0.9336257920845621,1.0,0.8716600806290664
1990-05-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9343879808302008,0.932590807006658,1.0,0.8710334091725543
1990-05-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9405743216994069,0.9315548287475747,1.0,0.8701604211973842
1990-05-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9441092639777016,0.9356957622403707,1.0,0.8692874332222141
1990-05-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523571871039097,0.9491521934586914,1.0,0.8684144452470438
1990-05-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588383180587228,0.9460463353329979,1.0,0.8657954813215337
1990-05-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9632564497803557,0.9491521934586915,1.0,0.8649224933463636
1990-05-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9656129402043128,0.9429414703884831,1.0,0.8640495053711935
1990-05-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685585975147644,0.9491521934586915,1.0,0.8631765173960234
1990-05-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9918304238482745,0.9615722852611368,1.0,0.8623035294208535
1990-05-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000785240965053,0.9688181739876454,1.0,0.8596845654953433
1990-05-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986048688718425,0.9646775113624436,1.0,0.8588115775201732
1990-05-16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980168237581548,0.9626069994714466,1.0,0.8579385895450031
1990-05-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,MACRO_QUADRANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999489180087988,0.963642165127747,1.0,0.8570656015698332
